imo,latitude,longitude,timestamp,tloc,GT,vessel_name,time_diff,distance_km,calculated_speed,trip_id,unique_trip_id
1020423,-0.6770133,-89.30714,2024-10-01 18:20:38,2024-10-01 18:13:38,769.0,CORMORANT II,,,,1,1020423_1
1020423,-0.7667183,-89.46357,2024-10-01 20:20:38,2024-10-01 20:16:10,769.0,CORMORANT II,7200.0,20.05009582250872,10.02504791125436,1,1020423_1
1020423,-0.767215,-89.46301,2024-10-01 22:20:39,2024-10-01 22:19:05,769.0,CORMORANT II,7201.0,0.08322958458725858,0.04160901326400929,2,1020423_2
5142657,54.52225,18.55772,2024-10-01 18:20:38,2024-10-01 18:17:45,2598.0,SERENISSIMA,,,,1,5142657_1
5142657,54.52225,18.55774,2024-10-01 20:20:38,2024-10-01 20:17:50,2598.0,SERENISSIMA,7200.0,0.0012907212679709695,0.0006453606339854848,1,5142657_1
5142657,54.52225,18.55774,2024-10-01 22:20:39,2024-10-01 22:17:48,2598.0,SERENISSIMA,7201.0,0.0,0.0,2,5142657_2
5209699,53.18566,5.429457,2024-10-01 18:20:38,2024-10-01 18:15:35,321.0,ARTEMIS,,,,1,5209699_1
5209699,53.18565,5.429457,2024-10-01 20:20:38,2024-10-01 20:15:35,321.0,ARTEMIS,7200.0,0.0011119492658909769,0.0005559746329454884,1,5209699_1
5209699,53.18567,5.429441,2024-10-01 22:20:39,2024-10-01 22:18:35,321.0,ARTEMIS,7201.0,0.0024662266751409928,0.0012329420956127724,2,5209699_2
5351038,44.75692,14.76217,2024-10-01 18:20:38,2024-10-01 11:46:31,347.0,STELLA MARIS,,,,1,5351038_1
6602898,52.46405,4.6565,2024-10-01 18:20:38,2024-10-01 18:17:05,10417.0,OCEAN MAJESTY,,,,1,6602898_1
6602898,52.46405,4.6565,2024-10-01 20:20:38,2024-10-01 20:17:04,10417.0,OCEAN MAJESTY,7200.0,0.0,0.0,1,6602898_1
6602898,52.46407,4.656483,2024-10-01 22:20:39,2024-10-01 22:20:01,10417.0,OCEAN MAJESTY,7201.0,0.0025044192715835446,0.0012520357419387252,2,6602898_2
6618823,52.42585,4.837075,2024-10-01 18:20:38,2024-10-01 18:16:40,1945.0,SHERAKHAN,,,,1,6618823_1
6618823,52.42589,4.837059,2024-10-01 20:20:38,2024-10-01 20:16:42,1945.0,SHERAKHAN,7200.0,0.004578195326584065,0.0022890976632920323,1,6618823_1
6618823,52.42584,4.837047,2024-10-01 22:20:39,2024-10-01 22:19:43,1945.0,SHERAKHAN,7201.0,0.005618970291653845,0.002809094993744458,2,6618823_2
6810811,12.113,-68.93233,2024-10-01 18:20:38,2024-10-01 18:17:26,9780.0,FREEWINDS,,,,1,6810811_1
