imo,latitude,longitude,timestamp,tloc,GT,vessel_name,time_diff,distance_km,calculated_speed,trip_id,unique_trip_id
1020423,-0.7471033,-90.30719,2024-11-01 00:21:07,2024-11-01 00:16:39,769.0,CORMORANT II,,,,1,1020423_1
1020423,-0.7471117,-90.30726,2024-11-01 02:21:03,2024-11-01 02:18:10,769.0,CORMORANT II,7196.0,0.007838829799125448,0.003921593562653087,1,1020423_1
1020423,-0.7470717,-90.30714,2024-11-01 04:22:30,2024-11-01 04:15:23,769.0,CORMORANT II,7287.0,0.014064093198614834,0.006948090505696914,2,1020423_2
1020423,-0.7471017,-90.30717,2024-11-01 06:21:05,2024-11-01 06:15:13,769.0,CORMORANT II,7115.0,0.004717400686125817,0.002386878773022198,2,1020423_2
1020423,-0.7471234,-90.30724,2024-11-01 08:22:06,2024-11-01 08:18:05,769.0,CORMORANT II,7261.0,0.008148438954048813,0.0040399917689816454,3,1020423_3
1020423,-0.74719,-90.30734,2024-11-01 10:21:12,2024-11-01 10:20:02,769.0,CORMORANT II,7146.0,0.0133590695476881,0.006730009847701813,3,1020423_3
1020423,-0.7471217,-90.30726,2024-11-01 12:21:10,2024-11-01 12:17:55,769.0,CORMORANT II,7198.0,0.0116959947601414,0.00584962227514713,3,1020423_3
1020423,-0.7471567,-90.30744,2024-11-01 14:21:03,2024-11-01 14:19:25,769.0,CORMORANT II,7193.0,0.020388277648073272,0.010204059437378532,3,1020423_3
1020423,-0.7471083,-90.30736,2024-11-01 16:20:53,2024-11-01 16:14:38,769.0,CORMORANT II,7190.0,0.010396262898436318,0.005205361117436821,3,1020423_3
1020423,-0.747105,-90.3073,2024-11-01 18:21:09,2024-11-01 18:17:47,769.0,CORMORANT II,7216.0,0.006681212595174221,0.0033331991882798225,4,1020423_4
1020423,-0.7471433,-90.3074,2024-11-01 20:21:11,2024-11-01 20:14:01,769.0,CORMORANT II,7202.0,0.011906266407361399,0.005951480014787703,5,1020423_5
1020423,-0.7471117,-90.30733,2024-11-01 22:21:01,2024-11-01 22:20:13,769.0,CORMORANT II,7190.0,0.008539398887412133,0.004275637829580484,5,1020423_5
1020423,-0.7471117,-90.30736,2024-11-02 00:20:53,2024-11-02 00:14:14,769.0,CORMORANT II,7192.0,0.00333556420654557,0.0016696372557792063,5,1020423_5
1020423,-0.7472333,-90.30724,2024-11-02 02:20:55,2024-11-02 02:16:01,769.0,CORMORANT II,7202.0,0.018995827153124343,0.009495275999895534,6,1020423_6
1020423,-0.7472333,-90.30719,2024-11-02 04:21:00,2024-11-02 04:18:58,769.0,CORMORANT II,7205.0,0.005559273522292166,0.00277770779739789,7,1020423_7
1020423,-0.74718,-90.30714,2024-11-02 06:20:56,2024-11-02 06:15:14,769.0,CORMORANT II,7196.0,0.008125956680207984,0.004065236804995656,7,1020423_7
1020423,-0.74714,-90.30718,2024-11-02 08:20:58,2024-11-02 08:16:50,769.0,CORMORANT II,7202.0,0.006289867529371804,0.0031440604145707434,8,1020423_8
1020423,-0.7471167,-90.30721,2024-11-02 10:20:57,2024-11-02 10:16:49,769.0,CORMORANT II,7199.0,0.004223558887570716,0.002112072787228029,8,1020423_8
1020423,-0.7470883,-90.30719,2024-11-02 12:21:38,2024-11-02 12:14:57,769.0,CORMORANT II,7241.0,0.0038623105890431323,0.0019202207043992924,9,1020423_9
1020423,-0.7471117,-90.30714,2024-11-02 14:20:53,2024-11-02 14:14:12,769.0,CORMORANT II,7155.0,0.006138055595367796,0.0030883298593045515,9,1020423_9
1020423,-0.7470933,-90.30731,2024-11-02 16:21:02,2024-11-02 16:18:36,769.0,CORMORANT II,7209.0,0.01901194146179624,0.009494103102020595,10,1020423_10
1020423,-0.7471083,-90.30726,2024-11-02 18:20:56,2024-11-02 18:18:03,769.0,CORMORANT II,7194.0,0.005804092875773367,0.002904466826909108,10,1020423_10
1020423,-0.7471316,-90.30728,2024-11-02 20:21:10,2024-11-02 20:17:17,769.0,CORMORANT II,7214.0,0.003414285427148278,0.0017038297113576102,11,1020423_11
1020423,-0.7471483,-90.30708,2024-11-02 22:20:53,2024-11-02 22:15:04,769.0,CORMORANT II,7183.0,0.022314494338066128,0.011183653016432975,11,1020423_11
1020423,-0.7505267,-90.303,2024-11-03 00:21:01,2024-11-03 00:17:05,769.0,CORMORANT II,7208.0,0.5889883400483118,0.2941673174492123,12,1020423_12
1020423,-0.750555,-90.30273,2024-11-03 02:21:04,2024-11-03 02:17:03,769.0,CORMORANT II,7203.0,0.030184534418602974,0.015085981383724934,13,1020423_13
1020423,-0.8515617,-90.45724,2024-11-03 04:21:18,2024-11-03 04:14:52,769.0,CORMORANT II,7214.0,20.52473447583707,10.24245136027356,14,1020423_14
1020423,-0.9464933,-90.73679,2024-11-03 06:21:00,2024-11-03 06:13:36,769.0,CORMORANT II,7182.0,32.82434950436488,16.453308022238037,14,1020423_14
1020423,-0.9657083,-90.96829,2024-11-03 08:20:56,2024-11-03 08:19:46,769.0,CORMORANT II,7196.0,25.826573204255588,12.920464638037815,14,1020423_14
1020423,-0.9645783,-90.96335,2024-11-03 10:21:00,2024-11-03 10:17:21,769.0,CORMORANT II,7204.0,0.5634146763844896,0.2815509210139037,15,1020423_15
1020423,-0.9644367,-90.96336,2024-11-03 12:20:56,2024-11-03 12:17:49,769.0,CORMORANT II,7196.0,0.015784405426050203,0.00789658970730694,15,1020423_15
5142657,54.52225,18.55773,2024-11-01 00:21:07,2024-11-01 00:18:02,2598.0,SERENISSIMA,,,,1,5142657_1
5142657,54.52226,18.55775,2024-11-01 02:21:03,2024-11-01 02:18:01,2598.0,SERENISSIMA,7196.0,0.0017036408527352192,0.0008522939229914937,1,5142657_1
5142657,54.52225,18.55775,2024-11-01 04:22:30,2024-11-01 04:18:02,2598.0,SERENISSIMA,7287.0,0.0011119492665983,0.0005493368134697242,2,5142657_2
5142657,54.52226,18.55773,2024-11-01 06:21:05,2024-11-01 06:15:03,2598.0,SERENISSIMA,7115.0,0.0017036408527352192,0.0008619967772096681,2,5142657_2
5142657,54.52224,18.55772,2024-11-01 08:22:06,2024-11-01 08:18:03,2598.0,SERENISSIMA,7261.0,0.002315645706305394,0.0011480959293071777,3,5142657_3
5142657,54.52224,18.55773,2024-11-01 10:21:12,2024-11-01 10:18:02,2598.0,SERENISSIMA,7146.0,0.0006453607921286896,0.0003251187869665942,3,5142657_3
5142657,54.52225,18.55774,2024-11-01 12:21:10,2024-11-01 12:18:03,2598.0,SERENISSIMA,7198.0,0.0012856599950299302,0.0006430086110180257,3,5142657_3
5142657,54.52226,18.55774,2024-11-01 14:21:03,2024-11-01 14:18:05,2598.0,SERENISSIMA,7193.0,0.0011119492665983,0.0005565156902201975,3,5142657_3
5142657,54.52226,18.55774,2024-11-01 16:20:53,2024-11-01 16:18:08,2598.0,SERENISSIMA,7190.0,0.0,0.0,3,5142657_3
5142657,54.52226,18.55777,2024-11-01 18:21:09,2024-11-01 18:18:09,2598.0,SERENISSIMA,7216.0,0.001936081428142559,0.0009658942823327623,4,5142657_4
5142657,54.52225,18.55771,2024-11-01 20:21:11,2024-11-01 20:18:08,2598.0,SERENISSIMA,7202.0,0.00402865734775946,0.002013769293520419,5,5142657_5
5142657,54.52226,18.55774,2024-11-01 22:21:01,2024-11-01 22:18:07,2598.0,SERENISSIMA,7190.0,0.002232676282902609,0.0011178907675173009,5,5142657_5
5142657,54.52226,18.55773,2024-11-02 00:20:53,2024-11-02 00:15:10,2598.0,SERENISSIMA,7192.0,0.0006453604758422636,0.00032303917033261244,5,5142657_5
5142657,54.52227,18.55775,2024-11-02 02:20:55,2024-11-02 02:15:11,2598.0,SERENISSIMA,7202.0,0.0017036406128025075,0.0008515837553580987,6,5142657_6
5142657,54.52224,18.55773,2024-11-02 04:21:00,2024-11-02 04:15:05,2598.0,SERENISSIMA,7205.0,0.003576847987686384,0.0017871828946108231,7,5142657_7
5142657,54.52225,18.55771,2024-11-02 06:20:56,2024-11-02 06:15:09,2598.0,SERENISSIMA,7196.0,0.0017036410926679262,0.0008522940430245323,7,5142657_7
5142657,54.52225,18.55774,2024-11-02 08:20:58,2024-11-02 08:18:10,2598.0,SERENISSIMA,7202.0,0.001936081901853816,0.0009677721253365367,8,5142657_8
5142657,54.52223,18.55773,2024-11-02 10:20:57,2024-11-02 10:16:59,2598.0,SERENISSIMA,7199.0,0.002315645749614132,0.0011579837058773267,8,5142657_8
5142657,54.52224,18.55776,2024-11-02 12:21:38,2024-11-02 12:20:03,2598.0,SERENISSIMA,7241.0,0.0022326771048266614,0.0011100176187509986,9,5142657_9
5142657,54.52225,18.55774,2024-11-02 14:20:53,2024-11-02 14:14:03,2598.0,SERENISSIMA,7155.0,0.0017036410926679262,0.0008571779082605917,9,5142657_9
5142657,54.52223,18.55775,2024-11-02 16:21:09,2024-11-02 16:16:59,2598.0,SERENISSIMA,7216.0,0.002315645749671337,0.0011552556400799354,10,5142657_10
5142657,54.52222,18.55774,2024-11-02 18:20:56,2024-11-02 18:17:02,2598.0,SERENISSIMA,7187.0,0.0012856601531839726,0.0006439928414445946,10,5142657_10
5142657,54.52224,18.55773,2024-11-02 20:21:10,2024-11-02 20:20:02,2598.0,SERENISSIMA,7214.0,0.00231564579298008,0.0011555759432670207,11,5142657_11
5142657,54.52227,18.55773,2024-11-02 22:20:53,2024-11-02 22:17:01,2598.0,SERENISSIMA,7183.0,0.0033358477997949,0.0016718713739748907,11,5142657_11
5142657,54.52225,18.55775,2024-11-03 00:21:01,2024-11-03 00:20:05,2598.0,SERENISSIMA,7208.0,0.0025713197503334966,0.0012842329496671181,12,5142657_12
5142657,54.52224,18.55775,2024-11-03 02:21:10,2024-11-03 02:20:03,2598.0,SERENISSIMA,7209.0,0.001111949267305623,0.0005552805329865783,13,5142657_13
5142657,54.52223,18.55774,2024-11-03 04:21:13,2024-11-03 04:17:03,2598.0,SERENISSIMA,7203.0,0.0012856600732408356,0.0006425623023277811,14,5142657_14
