imo,latitude,longitude,timestamp,tloc,GT,vessel_name,time_diff,distance_km,calculated_speed,trip_id,unique_trip_id
1020423,-0.6770133,-89.30714,2024-10-01 18:20:38,2024-10-01 18:13:38,769.0,CORMORANT II,,,,1,1020423_1
1020423,-0.7667183,-89.46357,2024-10-01 20:20:38,2024-10-01 20:16:10,769.0,CORMORANT II,7200.0,20.05009582250872,10.02504791125436,1,1020423_1
1020423,-0.767215,-89.46301,2024-10-01 22:20:39,2024-10-01 22:19:05,769.0,CORMORANT II,7201.0,0.08322958458725858,0.04160901326400929,2,1020423_2
1020423,-0.8492216,-89.58711,2024-10-02 00:20:38,2024-10-02 00:19:36,769.0,CORMORANT II,7199.0,16.53884853784403,8.270572959610849,2,1020423_2
1020423,-0.8966417,-89.61367,2024-10-02 02:20:44,2024-10-02 02:18:40,769.0,CORMORANT II,7206.0,6.0434577764642246,3.0192128775008618,3,1020423_3
1020423,-0.896725,-89.61388,2024-10-02 04:20:39,2024-10-02 04:12:31,769.0,CORMORANT II,7195.0,0.025118264409865428,0.012567859885408691,3,1020423_3
1020423,-0.8966134,-89.61385,2024-10-02 06:20:39,2024-10-02 06:15:29,769.0,CORMORANT II,7200.0,0.012849794450373372,0.006424897225186686,3,1020423_3
1020423,-0.8965483,-89.61377,2024-10-02 08:20:40,2024-10-02 08:12:22,769.0,CORMORANT II,7201.0,0.011467881074569863,0.005733144267247814,4,1020423_4
1020423,-0.8966467,-89.61388,2024-10-02 10:20:39,2024-10-02 10:09:35,769.0,CORMORANT II,7199.0,0.016410049632038185,0.008206164561097023,4,1020423_4
1020423,-0.8965567,-89.61381,2024-10-02 12:20:39,2024-10-02 12:15:19,769.0,CORMORANT II,7200.0,0.012677587205409808,0.006338793602704904,4,1020423_4
1020423,-0.8965533,-89.61384,2024-10-02 14:20:40,2024-10-02 14:15:16,769.0,CORMORANT II,7201.0,0.0033567972063932054,0.0016781655246515122,5,1020423_5
1020423,-0.8965217,-89.61371,2024-10-02 16:20:49,2024-10-02 16:18:19,769.0,CORMORANT II,7209.0,0.014874549306939933,0.007427989666386982,6,1020423_6
1020423,-0.8965933,-89.61392,2024-10-02 18:20:38,2024-10-02 18:09:15,769.0,CORMORANT II,7189.0,0.024668178518059747,0.01235296183961818,6,1020423_6
1020423,-0.7950683,-89.54061,2024-10-02 20:20:40,2024-10-02 20:19:43,769.0,CORMORANT II,7202.0,13.92403328823593,6.960083287649174,7,1020423_7
1020423,-0.8581983,-89.5705,2024-10-02 22:20:38,2024-10-02 22:07:11,769.0,CORMORANT II,7198.0,7.766647601314071,3.884402801435212,7,1020423_7
